Wavelength,P1
1520.6667029982889,10.585658516863981
1520.6695836249412,10.58235432791021
1520.6724642624813,10.581197314775432
1520.675344910909,10.582182592487724
1520.6782255702244,10.581765987272933
1520.6811062404279,10.581749078404794
1520.683986921519,10.57931711713688
1520.686867613498,10.580713891498844
1520.6897483163648,10.580165287852253
1520.6926290301199,10.580859745138868
1520.6955097547627,10.579388387053292
1520.6983904902943,10.579597774411178
1520.7012712367134,10.579967430319709
1520.7041519940212,10.579276332260125
1520.7070327622173,10.581739417257399
1520.7099135413018,10.5795193184418
1520.712794331275,10.579808876276823
1520.7156751321363,10.578518591121586
1520.7185559438865,10.57878915714478
1520.721436766525,10.579458897999729
1520.7243176000522,10.579131286234343
1520.7271984444685,10.579047655951904
1520.7300792997735,10.579372223120409
1520.7329601659676,10.578007040564295
1520.7358410430502,10.579672617445269
1520.7387219310222,10.579065003668381
1520.7416028298833,10.579802459779907
1520.7444837396329,10.579407597721469
1520.7473646602723,10.580280432689976
1520.7502455918009,10.580192742217905
1520.7531265342186,10.579029172976275
1520.7560074875257,10.580404652961588
1520.7588884517224,10.580855221265672
1520.7617694268085,10.583661724410508
1520.7646504127842,10.583061007662764
1520.7675314096496,10.580067229420095
1520.7704124174047,10.581052739451575
1520.7732934360495,10.578084913224062
1520.7761744655843,10.577762439636034
1520.7790555060087,10.578059561207633
1520.781936557323,10.577644304522913
1520.7848176195273,10.578650288136096
1520.7876986926217,10.577993443188719
1520.7905797766061,10.578601838173237
1520.793460871481,10.578395756692228
1520.796341977246,10.578145978885821
1520.7992230939014,10.57782417512418
1520.8021042214468,10.576799185072055
1520.804985359883,10.577856565766496
1520.8078665092094,10.579102166135621
1520.8107476694267,10.57946808012682
1520.8136288405346,10.583193787914364
1520.816510022533,10.590228743668355
1520.8193912154218,10.615316781973888
1520.822272419202,10.627943732347333
1520.8251536338728,10.598219797480926
1520.8280348594344,10.58550229290098
1520.830916095887,10.581132459733997
1520.8337973432306,10.579404841594265
1520.8366786014653,10.580598007405097
1520.8395598705913,10.579504285554934
1520.8424411506085,10.57940533468296
1520.845322441517,10.579887293700178
1520.8482037433168,10.58194599901896
1520.8510850560078,10.58663832277498
1520.8539663795907,10.601396691886396
1520.856847714065,10.633653206565763
1520.8597290594303,10.616760297460246
1520.862610415688,10.591914566368764
1520.865491782837,10.584617632775636
1520.868373160878,10.582451321041738
1520.871254549811,10.582534994337044
1520.8741359496353,10.580564095864741
1520.8770173603518,10.58081358386119
1520.8798987819607,10.580975860230863
1520.8827802144613,10.583028487522151
1520.8856616578541,10.5831576166356
1520.8885431121391,10.58592387359922
1520.8914245773165,10.59084365334119
1520.8943060533863,10.600967323396988
1520.8971875403483,10.643024308345028
1520.900069038203,10.737021195546635
1520.9029505469498,10.706632418629008
1520.9058320665895,10.623229791100417
1520.9087135971215,10.59508706981178
1520.9115951385465,10.587796476501179
1520.9144766908641,10.584410005278357
1520.9173582540745,10.582686487665393
1520.9202398281782,10.582307392811451
1520.9231214131742,10.581855046095086
1520.9260030090634,10.581823099613741
1520.9288846158458,10.582618423125336
1520.9317662335213,10.582623145405623
1520.9346478620898,10.58236672559042
1520.937529501552,10.582188495246974
1520.9404111519073,10.584618842615612
1520.9432928131557,10.58689948395473
1520.9461744852977,10.58501674389806
1520.949056168333,10.582955876127873
1520.9519378622622,10.582639746591243
1520.954819567085,10.583529990320635
1520.9577012828013,10.584721993343498
1520.9605830094115,10.586858694411879
1520.9634647469152,10.589206512815679
1520.9663464953128,10.596695788056849
1520.9692282546046,10.61965425941155
1520.9721100247903,10.62567845265872
1520.97499180587,10.60307377481326
1520.9778735978437,10.592967890662026
1520.9807554007118,10.591224948390998
1520.983637214474,10.590552703923333
1520.9865190391306,10.590605232103034
1520.9894008746812,10.59164130034894
1520.9922827211265,10.593247327970444
1520.9951645784663,10.59405150288424
1520.9980464467008,10.596195204109552
1521.0009283258294,10.59781677235717
1521.003810215853,10.601754154727693
1521.006692116771,10.605016744199055
1521.0095740285844,10.610724407855834
1521.0124559512922,10.618290193485603
1521.0153378848947,10.626735124532779
1521.0182198293928,10.631641607561061
1521.0211017847853,10.641448959031877
1521.0239837510733,10.670434720341971
1521.0268657282563,10.743077835344343
1521.0297477163344,10.793960006297494
1521.0326297153078,10.739295062371278
1521.0355117251768,10.727480722126334
1521.0383937459412,10.754021164390956
1521.0412757776005,10.804724616665693
1521.044157820156,10.895114456151731
1521.0470398736065,11.048205415615005
1521.0499219379528,11.354978335835538
1521.0528040131953,12.045708015241548
1521.0556860993331,13.977075606396614
1521.0585681963667,18.88756711966546
1521.0614503042964,20.340367906593848
1521.064332423122,14.940067017514885
1521.0672145528436,12.386101081300087
1521.0700966934612,11.470802362545715
1521.0729788449748,11.105614980035398
1521.075861007385,10.923866315530233
1521.0787431806907,10.818823262694275
1521.0816253648936,10.755592384689171
1521.0845075599923,10.714975233665264
1521.0873897659876,10.685757392813436
1521.0902719828796,10.666001094793605
1521.0931542106678,10.648768322737562
1521.0960364493528,10.637361771917753
1521.0989186989345,10.627292360017119
1521.1018009594131,10.620424719202775
1521.1046832307884,10.614818813573033
1521.1075655130603,10.611332962963903
1521.1104478062296,10.609619476158965
1521.1133301102955,10.605774136015786
1521.1162124252585,10.607966816125476
1521.1190947511186,10.604026450201356
1521.121977087876,10.596915358871671
1521.1248594355309,10.593452210319263
1521.1277417940826,10.590892693586147
1521.1306241635318,10.588879263441978
1521.1335065438789,10.587483532567147
1521.136388935123,10.586593818159702
1521.1392713372645,10.5856905528568
1521.142153750304,10.585648894150589
1521.145036174241,10.584751650476703
1521.1479186090755,10.582721119153524
1521.1508010548084,10.581422081928764
1521.1536835114387,10.579552412296321
1521.1565659789671,10.578858189551113
1521.1594484573934,10.578303504395922
1521.1623309467175,10.576712573442485
1521.16521344694,10.578047670844215
1521.1680959580606,10.576909155489961
1521.1709784800794,10.575747104413885
1521.1738610129964,10.576185913861186
1521.1767435568117,10.574460398989554
1521.1796261115253,10.574919155580544
1521.182508677138,10.573994304019747
1521.1853912536485,10.574889702193188
1521.188273841058,10.573513459097901
1521.191156439366,10.573442521223756
1521.194039048573,10.574176271671673
1521.1969216686784,10.573243017554251
1521.1998042996827,10.573786063768061
1521.202686941586,10.573303002039196
1521.2055695943882,10.573101291836002
1521.2084522580894,10.572736269209363
1521.2113349326896,10.574620261744494
1521.2142176181892,10.572978715135147
1521.2171003145877,10.57276783605586
1521.2199830218858,10.573194758901014
1521.222865740083,10.574713226433817
1521.2257484691797,10.576536364988744
1521.2286312091755,10.57987303502075
1521.2315139600712,10.586668943328249
1521.2343967218665,10.61141824816254
1521.2372794945613,10.691882310463438
1521.2401622781558,10.752438912622985
1521.24304507265,10.65452726404307
1521.2459278780439,10.599304518879807
1521.2488106943379,10.582490379966023
1521.2516935215317,10.577198738976476
1521.2545763596256,10.57400635259439
1521.2574592086196,10.572915507515539
1521.2603420685136,10.570677111089395
1521.2632249393082,10.57100798833858
1521.2661078210024,10.570892895878824
1521.268990713597,10.56985878869634
1521.2718736170923,10.570125624159338
1521.274756531488,10.569399276288674
1521.277639456784,10.56919255532751
1521.2805223929809,10.569863490087162
1521.283405340078,10.569414365634508
1521.286288298076,10.569266449499878
1521.2891712669748,10.567765203762715
1521.2920542467741,10.568555671097823
1521.2949372374744,10.568361537583673
1521.2978202390757,10.56879189591196
1521.300703251578,10.56889165702245
1521.3035862749814,10.570175432085371
1521.3064693092856,10.573695352123734
1521.3093523544912,10.580370508704632
1521.312235410598,10.612173753709067
1521.3151184776061,10.623581517635518
1521.3180015555154,10.588904519330528
1521.3208846443267,10.573744077299594
1521.3237677440388,10.569683636514533
1521.3266508546528,10.568001607831226
1521.3295339761682,10.566955816783015
1521.3324171085853,10.56669909859107
1521.335300251904,10.566852648740909
1521.3381834061247,10.564796793712246
1521.3410665712472,10.565976581908211
1521.3439497472716,10.565088497282234
1521.3468329341981,10.56539562211489
1521.3497161320263,10.565707050734558
1521.3525993407568,10.565861952934629
1521.3554825603892,10.565608598495388
1521.3583657909244,10.566207532022709
1521.3612490323612,10.566890966682012
1521.3641322847006,10.56664329738111
1521.3670155479429,10.565394006490132
1521.369898822087,10.565671328686172
1521.372782107134,10.565380851061008
1521.375665403083,10.566254650455782
1521.378548709935,10.565611334529848
1521.3814320276902,10.566575560749161
1521.3843153563475,10.56672082978897
1521.3871986959077,10.567945817354325
1521.390082046371,10.570713422972092
1521.3929654077374,10.572372992414914
1521.3958487800062,10.578592585892888
1521.398732163179,10.599129667809363
1521.4016155572544,10.667260446127385
1521.4044989622325,10.718407736505572
1521.4073823781148,10.635016874854106
1521.4102658048998,10.590599886359767
1521.4131492425884,10.576409221544962
1521.4160326911804,10.570577976877797
1521.418916150676,10.569341080870808
1521.4217996210748,10.567186617708398
1521.4246831023777,10.567236057615451
1521.427566594584,10.56553090053602
1521.430450097694,10.564579436755949
1521.4333336117081,10.564575338789606
1521.4362171366258,10.564786725399905
1521.4391006724475,10.565311061647659
1521.441984219173,10.565690609138471
1521.4448677768032,10.565130208595559
1521.447751345337,10.566887988317326
